ID,Message_Text,Type,Platform,Has_Link,Has_Urgency_Keywords,Sender,Message_Length,Num_Links,Suspicious_Keyword_Count
1359,Your package will arrive on सप्ताहन्त. Track here: ,Legit,SMS,0,0,Service,51,0,0
1360,You received a payment of $खाता. Click http://bit.ly/secure123 to accept it.,Phishing,SMS,1,1,Unknown,76,1,1
1361,Immediate action required! Verify your password now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,76,1,2
1362,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
1363,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,Email,1,0,Friend,59,0,0
1364,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Service,78,1,3
1365,तपाईंको पासवर्ड सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Bank,79,1,2
1366,Reminder: Your appointment is scheduled for Monday,Legit,WhatsApp,1,0,Colleague,50,0,0
1367,Congratulations! You won a खाता. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,68,1,1
1368,Your package will arrive on Monday. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Service,79,1,0
1369,स्मरण: तपाईंको भेटघाट सप्ताहन्त मा तय गरिएको छ।,Legit,WhatsApp,1,0,Service,47,0,0
1370,तपाईंलाई $iPhone को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Service,97,1,1
1371,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Colleague,51,0,0
1372,तात्कालिक कार्य आवश्यक! आफ्नो account सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Unknown,83,1,4
1373,Congratulations! You won a iPhone. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Service,72,1,3
1374,Meeting at 10 AM tomorrow. Don't be late.,Legit,Email,0,0,Colleague,41,0,0
1375,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् खाता,Phishing,WhatsApp,1,1,Unknown,64,0,0
1376,Congratulations! You won a account. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Bank,73,1,4
1377,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Friend,51,0,0
1378,Immediate action required! Verify your iPhone now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,76,1,1
1379,भोलि 10 AM मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Colleague,38,0,0
1380,Meeting at भोलि tomorrow. Don't be late.,Legit,SMS,0,0,Colleague,40,0,0
1381,तपाईंलाई $भुक्तानी को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Bank,99,1,4
1382,Meeting at सप्ताहन्त tomorrow. Don't be late.,Legit,SMS,0,0,Friend,45,0,0
1383,Reminder: Your appointment is scheduled for 10 AM,Legit,Email,1,0,Colleague,49,0,0
1384,You received a payment of $payment. Click http://fakebank.com/login to accept it.,Phishing,WhatsApp,1,1,Unknown,81,1,1
1385,Immediate action required! Verify your iPhone now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,74,1,1
1386,You received a payment of $iPhone. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Service,80,1,3
1387,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Colleague,51,0,0
1388,स्मरण: तपाईंको भेटघाट Monday मा तय गरिएको छ।,Legit,SMS,0,0,Colleague,44,0,0
1389,Congratulations! You won a पासवर्ड. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,71,1,1
1390,तपाईंको प्याकेज भोलि मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,SMS,0,0,Friend,70,0,0
1391,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Bank,83,1,1
1392,तपाईंलाई $iPhone को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Bank,97,1,1
1393,Your password subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,76,1,3
1394,Your account has been compromised. Click भुक्तानी to secure it.,Phishing,SMS,1,1,Unknown,63,0,3
1395,Your package will arrive on 10 AM. Track here: http://calendar.com/appointment,Legit,Email,1,0,Friend,78,1,0
1396,Immediate action required! Verify your भुक्तानी now: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,78,1,4
1397,तपाईंको प्याकेज Monday मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,SMS,1,0,Service,103,1,0
1398,Your account subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,75,1,1
1399,Your password subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Service,76,1,1
1400,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,Email,1,1,Bank,67,0,1
1401,बधाई छ! तपाईंले iPhone जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Service,80,1,3
1402,तपाईंलाई $iPhone को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Service,97,1,3
1403,Meeting at भोलि tomorrow. Don't be late.,Legit,WhatsApp,1,0,Service,40,0,0
1404,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
1405,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Friend,86,1,0
1406,Your खाता subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,72,1,0
1407,You received a payment of $पासवर्ड. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Bank,81,1,1
1408,तात्कालिक कार्य आवश्यक! आफ्नो भुक्तानी सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,84,1,2
1409,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,Email,0,0,Service,53,0,0
1410,Meeting at भोलि tomorrow. Don't be late.,Legit,SMS,1,0,Colleague,40,0,0
1411,You received a payment of $payment. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Unknown,81,1,3
1412,तपाईंलाई $भुक्तानी को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,99,1,2
1413,भोलि भोलि मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,0,0,Colleague,37,0,0
1414,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Colleague,47,0,0
1415,Your account has been compromised. Click payment to secure it.,Phishing,WhatsApp,1,1,Service,62,0,2
1416,Reminder: Your appointment is scheduled for your package,Legit,WhatsApp,1,0,Service,56,0,0
1417,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,51,0,0
1418,Immediate action required! Verify your account now: http://fakebank.com/login,Phishing,Email,1,1,Service,77,1,2
1419,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् खाता,Phishing,WhatsApp,1,1,Unknown,64,0,0
1420,तपाईंलाई $password को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Bank,99,1,2
1421,Your account has been compromised. Click payment to secure it.,Phishing,SMS,1,1,Unknown,62,0,2
1422,Meeting at सप्ताहन्त tomorrow. Don't be late.,Legit,Email,0,0,Friend,45,0,0
1423,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् iPhone,Phishing,Email,1,1,Unknown,66,0,0
1424,बधाई छ! तपाईंले पासवर्ड जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,81,1,1
1425,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,81,1,2
1426,Reminder: Your appointment is scheduled for भोलि,Legit,WhatsApp,0,0,Service,48,0,0
1427,तात्कालिक कार्य आवश्यक! आफ्नो password सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Service,84,1,4
1428,तपाईंको प्याकेज next week मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,SMS,1,0,Service,106,1,0
1429,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Friend,34,0,0
1430,Congratulations! You won a iPhone. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,72,1,1
1431,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
1432,Your password subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,74,1,1
1433,Congratulations! You won a iPhone. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,72,1,1
1434,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
1435,Congratulations! You won a खाता. Claim here: http://fakebank.com/login,Phishing,Email,1,1,Unknown,70,1,1
1436,Reminder: Your appointment is scheduled for your package,Legit,WhatsApp,1,0,Colleague,56,0,0
1437,You received a payment of $iPhone. Click http://fakebank.com/login to accept it.,Phishing,WhatsApp,1,1,Bank,80,1,1
1438,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,WhatsApp,1,0,Service,51,0,0
1439,तपाईंको iPhone सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,78,1,0
1440,Congratulations! You won a payment. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,73,1,1
1441,Meeting at Monday tomorrow. Don't be late.,Legit,WhatsApp,1,0,Friend,42,0,0
1442,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Friend,34,0,0
1443,भोलि Monday मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,0,0,Service,39,0,0
1444,Reminder: Your appointment is scheduled for 10 AM,Legit,SMS,1,0,Colleague,49,0,0
1445,तपाईंको प्याकेज भोलि मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://trackingservice.com/track,Legit,WhatsApp,1,0,Colleague,102,1,0
1446,Your पासवर्ड subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,73,1,0
1447,तपाईंको पासवर्ड सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Unknown,79,1,2
1448,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
1449,Meeting at सप्ताहन्त tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,45,0,0
1450,तपाईंलाई $भुक्तानी को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,99,1,2
1451,You received a payment of $iPhone. Click http://claimprize.com/win to accept it.,Phishing,WhatsApp,1,1,Bank,80,1,3
1452,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् खाता,Phishing,WhatsApp,1,1,Bank,64,0,0
1453,Congratulations! You won a भुक्तानी. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Unknown,74,1,4
1454,Your package will arrive on your package. Track here: http://calendar.com/appointment,Legit,SMS,1,0,Colleague,85,1,0
1455,तपाईंलाई $password को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Bank,99,1,4
1456,Congratulations! You won a account. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Service,73,1,4
1457,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Friend,47,0,0
1458,Your package will arrive on 10 AM. Track here: ,Legit,Email,0,0,Colleague,47,0,0
1459,भोलि तपाईंको प्याकेज मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Friend,48,0,0
1460,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,79,1,2
1461,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Colleague,47,0,0
1462,Immediate action required! Verify your password now: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,78,1,4
1463,तपाईंलाई $पासवर्ड को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Bank,98,1,3
1464,Congratulations! You won a iPhone. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,70,1,1
1465,You received a payment of $पासवर्ड. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Unknown,81,1,1
1466,Congratulations! You won a iPhone. Claim here: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,72,1,3
1467,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,0,0,Colleague,45,0,0
1468,बधाई छ! तपाईंले पासवर्ड जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,79,1,1
1469,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Colleague,34,0,0
1470,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Colleague,51,0,0
1471,Reminder: Your appointment is scheduled for 10 AM,Legit,SMS,1,0,Service,49,0,0
1472,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Colleague,51,0,0
1473,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Unknown,78,1,3
1474,तपाईंको प्याकेज सप्ताहन्त मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,WhatsApp,1,0,Service,106,1,0
1475,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Service,82,1,3
1476,Your account has been compromised. Click iPhone to secure it.,Phishing,SMS,1,1,Service,61,0,2
1477,तपाईंको iPhone सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Bank,76,1,0
1478,Your भुक्तानी subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,76,1,1
1479,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Service,34,0,0
1480,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,79,1,2
1481,Your payment subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,73,1,0
1482,Your account has been compromised. Click password to secure it.,Phishing,WhatsApp,1,1,Service,63,0,3
1483,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,1,0,Friend,53,0,0
1484,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
1485,Your account has been compromised. Click खाता to secure it.,Phishing,SMS,1,1,Service,59,0,2
1486,Your iPhone subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,74,1,0
1487,Congratulations! You won a password. Claim here: http://fakebank.com/login,Phishing,Email,1,1,Unknown,74,1,2
1488,तपाईंको payment सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,79,1,0
1489,Your account has been compromised. Click iPhone to secure it.,Phishing,Email,1,1,Unknown,61,0,2
1490,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,1,0,Friend,31,0,0
1491,Your package will arrive on भोलि. Track here: ,Legit,SMS,0,0,Service,46,0,0
1492,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,Email,0,0,Service,53,0,0
1493,Meeting at Monday tomorrow. Don't be late.,Legit,Email,1,0,Colleague,42,0,0
1494,Reminder: Your appointment is scheduled for your package,Legit,SMS,0,0,Friend,56,0,0
1495,Your password subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,76,1,3
1496,भोलि भोलि मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,0,0,Colleague,37,0,0
1497,You received a payment of $खाता. Click http://bit.ly/secure123 to accept it.,Phishing,WhatsApp,1,1,Bank,76,1,1
1498,"Hey, can we catch up this weekend?",Legit,Email,1,0,Friend,34,0,0
1499,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Colleague,34,0,0
1500,Immediate action required! Verify your password now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,76,1,2
1501,Your package will arrive on your package. Track here: ,Legit,Email,0,0,Friend,54,0,0
1502,You received a payment of $iPhone. Click http://fakebank.com/login to accept it.,Phishing,WhatsApp,1,1,Bank,80,1,1
1503,You received a payment of $पासवर्ड. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Unknown,81,1,1
1504,स्मरण: तपाईंको भेटघाट तपाईंको प्याकेज मा तय गरिएको छ।,Legit,SMS,1,0,Friend,53,0,0
1505,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Colleague,34,0,0
1506,Your account has been compromised. Click account to secure it.,Phishing,WhatsApp,1,1,Unknown,62,0,3
1507,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,SMS,1,0,Colleague,53,0,0
1508,"Hey, can we catch up this weekend?",Legit,SMS,0,0,Service,34,0,0
1509,Immediate action required! Verify your पासवर्ड now: http://bit.ly/secure123,Phishing,Email,1,1,Service,75,1,1
1510,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Colleague,34,0,0
1511,तपाईंको प्याकेज भोलि मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,WhatsApp,1,0,Colleague,101,1,0
1512,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,1,0,Friend,31,0,0
1513,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् payment,Phishing,Email,1,1,Unknown,67,0,0
1514,Immediate action required! Verify your पासवर्ड now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,75,1,1
1515,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
1516,Your account subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,75,1,1
1517,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Colleague,51,0,0
1518,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,1,0,Friend,53,0,0
1519,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,Email,1,1,Bank,68,0,1
1520,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Service,34,0,0
1521,तपाईंको प्याकेज भोलि मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,SMS,0,0,Friend,70,0,0
1522,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,0,0,Colleague,31,0,0
1523,Your iPhone subscription is expiring. Renew now: http://claimprize.com/win,Phishing,Email,1,1,Unknown,74,1,2
1524,Meeting at your package tomorrow. Don't be late.,Legit,SMS,1,0,Friend,48,0,0
1525,Meeting at भोलि tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,40,0,0
1526,Congratulations! You won a खाता. Claim here: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,68,1,1
1527,स्मरण: तपाईंको भेटघाट 10 AM मा तय गरिएको छ।,Legit,SMS,1,0,Service,43,0,0
1528,स्मरण: तपाईंको भेटघाट तपाईंको प्याकेज मा तय गरिएको छ।,Legit,WhatsApp,0,0,Service,53,0,0
1529,Immediate action required! Verify your iPhone now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,74,1,1
1530,You received a payment of $password. Click http://fakebank.com/login to accept it.,Phishing,SMS,1,1,Service,82,1,2
1531,बधाई छ! तपाईंले password जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,82,1,2
1532,भोलि सप्ताहन्त मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Colleague,42,0,0
1533,You received a payment of $password. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Unknown,82,1,4
1534,Your account has been compromised. Click account to secure it.,Phishing,WhatsApp,1,1,Bank,62,0,3
1535,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
1536,Immediate action required! Verify your iPhone now: http://fakebank.com/login,Phishing,Email,1,1,Bank,76,1,1
1537,Your account has been compromised. Click password to secure it.,Phishing,WhatsApp,1,1,Unknown,63,0,3
1538,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् पासवर्ड,Phishing,SMS,1,1,Bank,67,0,0
1539,Congratulations! You won a खाता. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,70,1,3
1540,Your iPhone subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,72,1,0
1541,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Service,34,0,0
1542,तपाईंको प्याकेज next week मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,WhatsApp,0,0,Colleague,75,0,0
1543,Your account has been compromised. Click password to secure it.,Phishing,WhatsApp,1,1,Unknown,63,0,3
1544,"Hey, can we catch up this weekend?",Legit,WhatsApp,0,0,Friend,34,0,0
1545,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,1,0,Colleague,53,0,0
1546,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,1,0,Friend,31,0,0
1547,Congratulations! You won a iPhone. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,72,1,1
1548,Your package will arrive on next week. Track here: http://trackingservice.com/track,Legit,Email,1,0,Friend,83,1,0
1549,स्मरण: तपाईंको भेटघाट Monday मा तय गरिएको छ।,Legit,Email,0,0,Friend,44,0,0
1550,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Colleague,34,0,0
1551,स्मरण: तपाईंको भेटघाट your package मा तय गरिएको छ।,Legit,Email,1,0,Friend,50,0,0
1552,Your package will arrive on your package. Track here: ,Legit,SMS,0,0,Colleague,54,0,0
1553,Your package will arrive on सप्ताहन्त. Track here: ,Legit,Email,0,0,Colleague,51,0,0
1554,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Friend,47,0,0
1555,भोलि सप्ताहन्त मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Service,42,0,0
1556,Meeting at 10 AM tomorrow. Don't be late.,Legit,SMS,1,0,Service,41,0,0
1557,Immediate action required! Verify your iPhone now: http://claimprize.com/win,Phishing,Email,1,1,Bank,76,1,3
1558,स्मरण: तपाईंको भेटघाट तपाईंको प्याकेज मा तय गरिएको छ।,Legit,SMS,0,0,Colleague,53,0,0
1559,भोलि भोलि मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,0,0,Friend,37,0,0
1560,तपाईंको प्याकेज तपाईंको प्याकेज मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,SMS,1,0,Service,112,1,0
1561,Reminder: Your appointment is scheduled for your package,Legit,Email,1,0,Friend,56,0,0
1562,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,0,0,Colleague,47,0,0
1563,You received a payment of $account. Click http://claimprize.com/win to accept it.,Phishing,WhatsApp,1,1,Service,81,1,4
1564,Your package will arrive on सप्ताहन्त. Track here: ,Legit,WhatsApp,0,0,Friend,51,0,0
1565,Congratulations! You won a password. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Unknown,74,1,4
1566,"Hey, can we catch up this weekend?",Legit,Email,1,0,Colleague,34,0,0
1567,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,Email,1,0,Friend,51,0,0
1568,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Service,34,0,0
1569,Meeting at Monday tomorrow. Don't be late.,Legit,SMS,1,0,Friend,42,0,0
1570,Your account has been compromised. Click पासवर्ड to secure it.,Phishing,Email,1,1,Service,62,0,2
1571,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
1572,Your package will arrive on भोलि. Track here: ,Legit,WhatsApp,0,0,Colleague,46,0,0
1573,Your password subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,76,1,1
1574,You received a payment of $account. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Service,81,1,2
1575,Meeting at next week tomorrow. Don't be late.,Legit,SMS,0,0,Colleague,45,0,0
1576,Your खाता subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,72,1,0
1577,Your package will arrive on तपाईंको प्याकेज. Track here: http://trackingservice.com/track,Legit,WhatsApp,1,0,Colleague,89,1,0
1578,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
1579,Reminder: Your appointment is scheduled for भोलि,Legit,Email,0,0,Friend,48,0,0
1580,Your package will arrive on your package. Track here: ,Legit,SMS,0,0,Colleague,54,0,0
1581,You received a payment of $iPhone. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Service,80,1,1
1582,You received a payment of $payment. Click http://fakebank.com/login to accept it.,Phishing,SMS,1,1,Bank,81,1,1
1583,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,83,1,3
1584,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,SMS,0,0,Friend,51,0,0
1585,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,81,1,1
1586,तपाईंको password सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Service,78,1,1
1587,भोलि तपाईंको प्याकेज मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,0,0,Colleague,48,0,0
1588,Your account has been compromised. Click भुक्तानी to secure it.,Phishing,WhatsApp,1,1,Bank,63,0,3
1589,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
1590,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Bank,78,1,3
1591,भोलि 10 AM मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Service,38,0,0
1592,Immediate action required! Verify your payment now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,75,1,1
